country,age,new_user,source,total_pages_visited,converted
US,28,No,Seo,8,0
US,35,No,Ads,2,0
UK,51,Yes,Ads,2,0
China,22,Yes,Direct,3,0
US,29,No,Seo,8,0
US,23,Yes,Ads,12,0
US,41,Yes,Ads,5,0
US,43,No,Direct,2,0
US,24,Yes,Seo,4,0
China,33,Yes,Ads,1,0
US,18,No,Ads,10,0
China,51,Yes,Ads,2,0
US,27,Yes,Direct,3,0
China,21,Yes,Direct,3,0
Germany,21,Yes,Seo,8,0
US,44,No,Direct,4,0
US,22,Yes,Direct,2,0
US,24,No,Seo,3,0
US,45,No,Ads,9,0
US,38,No,Seo,3,0
US,37,Yes,Seo,1,0
US,34,Yes,Seo,5,0
UK,38,No,Seo,12,0
US,21,Yes,Direct,5,0
China,44,No,Seo,3,0
US,21,Yes,Seo,5,0
US,46,No,Seo,10,0
US,20,Yes,Direct,2,0
UK,26,Yes,Direct,8,0
US,34,Yes,Seo,7,0
UK,22,No,Seo,13,0
US,27,No,Seo,6,0
US,22,Yes,Seo,3,0
China,31,Yes,Seo,9,0
US,47,Yes,Seo,1,0
China,35,Yes,Direct,1,0
US,50,No,Seo,8,0
US,20,Yes,Direct,10,0
UK,40,Yes,Direct,3,0
US,26,Yes,Seo,2,0
China,26,Yes,Seo,5,0
US,21,No,Seo,6,0
US,21,Yes,Ads,7,0
US,28,Yes,Ads,5,0
Germany,20,Yes,Direct,4,0
China,34,Yes,Ads,3,0
UK,17,Yes,Seo,3,0
US,21,Yes,Direct,2,0
US,17,Yes,Seo,8,0
US,18,No,Seo,5,0
US,38,Yes,Direct,6,0
China,39,Yes,Direct,3,0
US,27,Yes,Direct,3,0
US,23,Yes,Seo,1,0
US,48,Yes,Seo,6,0
US,36,Yes,Ads,1,0
US,23,No,Ads,12,0
US,25,Yes,Direct,4,0
China,28,No,Direct,5,0
US,22,No,Seo,2,0
US,25,Yes,Ads,3,0
China,43,Yes,Direct,3,0
China,32,Yes,Seo,2,0
China,29,No,Direct,5,0
China,29,Yes,Ads,4,0
China,30,Yes,Direct,4,0
US,23,No,Direct,1,0
US,24,No,Direct,5,0
US,22,No,Ads,5,0
US,36,No,Seo,6,0
China,35,Yes,Seo,9,0
US,46,Yes,Seo,15,0
UK,26,No,Seo,1,0
China,48,Yes,Seo,3,0
Germany,56,No,Ads,4,0
China,27,Yes,Direct,6,0
UK,25,Yes,Seo,2,0
US,31,Yes,Ads,2,0
US,36,Yes,Ads,6,0
US,44,Yes,Seo,4,0
US,31,Yes,Seo,6,0
UK,24,No,Seo,3,0
US,41,Yes,Seo,1,0
China,41,Yes,Seo,7,0
China,37,Yes,Direct,2,0
US,32,No,Ads,4,0
US,33,No,Ads,3,0
US,31,Yes,Seo,7,0
US,31,No,Direct,9,0
US,31,Yes,Seo,2,0
US,25,No,Direct,3,0
US,28,Yes,Seo,4,0
US,40,Yes,Ads,2,0
US,29,Yes,Seo,2,0
China,44,Yes,Direct,3,0
US,30,Yes,Seo,2,0
US,48,Yes,Seo,6,0
US,21,Yes,Ads,2,0
US,41,Yes,Seo,9,0
UK,48,No,Seo,6,0
US,32,No,Direct,8,0
UK,41,Yes,Direct,3,0
UK,26,Yes,Ads,6,0
US,39,Yes,Direct,6,0
US,51,No,Seo,3,0
US,31,Yes,Ads,5,0
UK,35,Yes,Direct,3,0
China,42,Yes,Direct,5,0
UK,21,Yes,Seo,1,0
US,29,No,Seo,7,0
US,40,No,Seo,2,0
UK,21,Yes,Seo,4,0
China,29,No,Seo,3,0
US,29,Yes,Ads,4,0
UK,42,Yes,Seo,4,0
US,32,Yes,Direct,5,0
US,34,Yes,Seo,7,0
UK,26,Yes,Ads,2,0
China,21,Yes,Seo,4,0
UK,28,Yes,Seo,3,0
US,29,Yes,Seo,7,0
US,43,Yes,Direct,8,0
US,31,Yes,Direct,4,0
US,31,Yes,Direct,2,0
China,50,No,Direct,3,0
US,25,Yes,Direct,7,0
China,22,Yes,Seo,3,0
US,36,Yes,Seo,2,0
China,22,No,Ads,4,0
US,26,No,Direct,5,0
China,46,Yes,Seo,5,0
UK,26,No,Direct,6,0
US,31,Yes,Direct,6,0
US,37,Yes,Seo,4,0
UK,26,No,Ads,8,0
US,17,Yes,Seo,2,0
US,24,Yes,Ads,3,0
UK,22,No,Seo,5,0
US,44,Yes,Seo,6,0
US,23,Yes,Seo,12,0
UK,28,Yes,Direct,3,0
China,36,Yes,Seo,4,0
UK,27,No,Direct,4,0
UK,24,Yes,Seo,7,0
US,19,Yes,Ads,8,0
US,30,Yes,Ads,3,0
US,39,Yes,Seo,8,0
UK,38,No,Ads,13,0
China,20,Yes,Seo,6,0
US,29,No,Ads,4,0
US,34,No,Seo,4,0
US,24,No,Seo,3,0
US,27,Yes,Seo,7,0
China,32,Yes,Direct,7,0
US,26,No,Seo,1,0
China,36,No,Seo,7,0
US,40,Yes,Seo,9,0
China,19,No,Ads,6,0
US,23,Yes,Seo,4,0
US,34,Yes,Seo,6,0
China,35,Yes,Seo,4,0
Germany,36,Yes,Ads,12,0
US,44,No,Direct,4,0
US,36,Yes,Seo,3,0
US,33,No,Direct,14,1
China,30,Yes,Seo,3,0
US,40,No,Ads,3,0
UK,44,Yes,Direct,3,0
China,33,Yes,Ads,5,0
China,32,Yes,Ads,2,0
US,17,No,Ads,7,0
US,18,No,Ads,2,0
US,25,Yes,Seo,7,0
China,35,Yes,Seo,3,0
China,46,Yes,Ads,5,0
China,28,Yes,Seo,2,0
US,33,Yes,Seo,1,0
China,28,Yes,Direct,4,0
China,39,No,Ads,9,0
US,35,No,Seo,2,0
UK,22,Yes,Ads,3,0
US,26,Yes,Seo,4,0
China,24,Yes,Direct,11,0
US,27,Yes,Ads,9,0
China,18,Yes,Seo,6,0
China,21,Yes,Seo,2,0
US,34,No,Ads,9,0
China,21,No,Ads,12,0
Germany,39,Yes,Seo,5,0
China,32,Yes,Ads,4,0
US,33,No,Seo,1,0
UK,28,Yes,Ads,3,0
US,29,Yes,Ads,3,0
UK,22,Yes,Ads,5,0
Germany,24,No,Seo,5,0
US,27,Yes,Direct,6,0
China,36,Yes,Ads,3,0
UK,26,Yes,Direct,6,0
China,33,Yes,Seo,2,0
US,43,No,Ads,9,0
China,41,Yes,Seo,6,0
US,26,Yes,Seo,2,0
US,38,No,Ads,1,0
US,39,Yes,Ads,3,0
China,26,No,Seo,7,0
China,22,No,Seo,4,0
US,30,Yes,Ads,11,0
US,25,Yes,Seo,8,0
US,40,No,Seo,1,0
US,29,No,Ads,3,0
US,33,Yes,Seo,3,0
US,27,No,Seo,3,0
US,29,Yes,Direct,1,0
US,23,Yes,Seo,2,0
US,53,No,Direct,7,0
US,46,Yes,Seo,3,0
US,20,Yes,Seo,2,0
US,24,No,Seo,5,0
China,21,No,Seo,9,0
China,37,Yes,Direct,3,0
Germany,44,Yes,Seo,4,0
UK,20,Yes,Direct,1,0
China,33,Yes,Seo,7,0
US,34,No,Direct,3,0
Germany,31,No,Seo,8,0
UK,37,Yes,Seo,2,0
US,33,Yes,Ads,3,0
China,26,No,Direct,13,0
US,23,No,Seo,5,0
China,24,No,Seo,3,0
Germany,41,No,Ads,6,0
UK,20,Yes,Ads,3,0
US,27,Yes,Direct,3,0
US,26,No,Seo,11,0
US,28,Yes,Direct,8,0
US,38,No,Seo,2,0
China,27,Yes,Seo,4,0
US,47,Yes,Seo,2,0
Germany,30,Yes,Seo,4,0
US,23,Yes,Seo,4,0
US,47,Yes,Seo,3,0
UK,24,Yes,Seo,4,0
US,29,No,Ads,3,0
China,29,Yes,Ads,1,0
US,24,No,Ads,6,0
UK,33,Yes,Ads,7,0
US,30,Yes,Direct,6,0
US,23,No,Ads,2,0
US,20,Yes,Seo,1,0
UK,33,Yes,Ads,18,1
Germany,36,No,Ads,24,1
China,47,No,Direct,5,0
China,18,No,Seo,1,0
US,37,Yes,Seo,4,0
US,31,No,Direct,2,0
US,18,No,Ads,2,0
UK,27,Yes,Direct,8,0
China,29,Yes,Direct,1,0
US,23,Yes,Seo,9,0
China,18,Yes,Seo,3,0
US,34,Yes,Ads,8,0
US,18,Yes,Direct,16,1
China,55,Yes,Seo,4,0
US,34,Yes,Direct,8,0
UK,37,Yes,Direct,3,0
US,45,No,Ads,8,0
US,26,Yes,Seo,1,0
Germany,36,No,Ads,4,0
US,30,No,Seo,8,0
US,18,No,Ads,9,0
China,26,No,Seo,4,0
US,42,Yes,Direct,11,0
Germany,21,Yes,Ads,7,0
US,21,No,Ads,1,0
China,41,Yes,Seo,11,0
China,22,No,Direct,4,0
US,38,Yes,Direct,8,0
US,24,Yes,Direct,4,0
US,25,Yes,Seo,1,0
China,33,Yes,Ads,8,0
China,34,Yes,Ads,4,0
UK,24,No,Seo,2,0
US,36,Yes,Seo,8,0
China,17,Yes,Seo,1,0
US,40,No,Seo,8,0
US,46,Yes,Direct,5,0
China,32,Yes,Ads,5,0
US,32,No,Ads,2,0
UK,29,No,Ads,3,0
US,40,Yes,Seo,2,0
US,23,No,Seo,1,0
China,31,Yes,Seo,8,0
US,39,No,Direct,8,0
US,29,Yes,Seo,5,0
US,35,Yes,Ads,2,0
UK,28,Yes,Ads,3,0
UK,38,Yes,Seo,2,0
China,24,Yes,Direct,2,0
China,21,No,Ads,2,0
US,27,Yes,Direct,4,0
US,35,No,Seo,1,0
China,24,Yes,Ads,5,0
US,26,Yes,Seo,7,0
China,37,Yes,Seo,3,0
US,25,No,Ads,11,0
China,19,Yes,Seo,2,0
US,41,Yes,Ads,2,0
US,29,Yes,Ads,5,0
UK,31,Yes,Direct,7,0
US,36,No,Seo,5,0
Germany,36,No,Seo,5,0
US,33,No,Ads,3,0
US,26,Yes,Seo,7,0
China,23,Yes,Seo,1,0
UK,34,Yes,Ads,5,0
China,33,No,Ads,5,0
US,49,Yes,Direct,9,0
China,37,Yes,Ads,5,0
UK,18,No,Direct,7,0
US,23,No,Seo,8,0
US,29,Yes,Seo,2,0
UK,26,Yes,Seo,3,0
US,18,Yes,Seo,1,0
US,34,Yes,Seo,5,0
China,26,Yes,Direct,7,0
US,32,No,Seo,4,0
US,27,No,Direct,2,0
US,22,Yes,Seo,6,0
US,27,Yes,Seo,2,0
US,40,Yes,Direct,5,0
US,38,Yes,Seo,3,0
US,33,No,Direct,7,0
US,24,Yes,Seo,1,0
US,20,No,Seo,2,0
China,19,Yes,Seo,1,0
US,29,No,Seo,5,0
US,41,No,Seo,4,0
US,33,No,Ads,1,0
US,36,Yes,Ads,7,0
UK,29,Yes,Seo,4,0
UK,34,No,Seo,1,0
US,17,Yes,Direct,1,0
China,27,Yes,Ads,1,0
US,35,Yes,Seo,8,0
US,25,No,Seo,3,0
US,32,Yes,Ads,6,0
UK,25,Yes,Seo,5,0
Germany,28,Yes,Ads,4,0
UK,28,Yes,Ads,10,0
UK,31,Yes,Ads,4,0
UK,30,Yes,Seo,8,0
UK,42,Yes,Seo,9,0
US,35,Yes,Ads,3,0
China,47,No,Ads,3,0
UK,23,No,Seo,7,0
US,37,No,Seo,8,0
UK,38,No,Seo,6,0
US,32,Yes,Ads,10,0
US,36,Yes,Direct,3,0
US,39,No,Ads,7,0
US,28,No,Direct,3,0
China,43,Yes,Ads,5,0
US,25,Yes,Seo,4,0
US,45,Yes,Ads,9,0
China,25,No,Seo,9,0
Germany,28,Yes,Direct,6,0
China,26,No,Seo,8,0
US,26,Yes,Seo,8,0
UK,25,Yes,Seo,8,0
China,44,No,Seo,6,0
China,27,No,Direct,1,0
China,36,Yes,Seo,2,0
US,39,Yes,Seo,2,0
US,26,Yes,Seo,1,0
US,25,Yes,Seo,9,0
US,29,Yes,Seo,1,0
US,27,Yes,Ads,1,0
US,19,No,Seo,10,0
US,20,Yes,Direct,1,0
US,29,No,Seo,13,0
US,21,Yes,Seo,2,0
UK,22,Yes,Direct,2,0
US,32,Yes,Direct,5,0
UK,21,Yes,Direct,8,0
China,37,Yes,Seo,6,0
US,26,Yes,Seo,1,0
UK,19,Yes,Direct,1,0
US,26,No,Direct,3,0
US,36,Yes,Ads,1,0
US,40,Yes,Seo,5,0
US,36,No,Seo,6,0
US,23,Yes,Ads,2,0
US,34,No,Seo,10,0
Germany,26,No,Seo,5,0
US,30,Yes,Seo,2,0
UK,34,Yes,Seo,11,0
US,22,No,Seo,1,0
US,23,Yes,Seo,4,0
UK,29,No,Seo,4,0
US,21,No,Ads,20,1
US,33,Yes,Seo,3,0
US,25,No,Seo,7,0
US,30,Yes,Ads,6,0
UK,27,Yes,Ads,6,0
UK,19,Yes,Direct,17,1
US,30,Yes,Ads,4,0
US,37,Yes,Direct,11,0
US,21,No,Ads,12,0
US,31,Yes,Seo,6,0
US,35,No,Ads,2,0
China,42,Yes,Seo,7,0
US,32,No,Seo,7,0
US,34,Yes,Seo,8,0
China,35,No,Seo,4,0
US,26,Yes,Ads,2,0
US,31,No,Ads,11,0
US,25,Yes,Direct,1,0
US,33,Yes,Seo,12,0
US,32,No,Direct,17,1
US,23,Yes,Seo,3,0
UK,27,Yes,Ads,3,0
US,23,No,Direct,2,0
US,25,Yes,Seo,1,0
US,32,Yes,Seo,11,0
US,21,Yes,Seo,2,0
US,28,Yes,Ads,1,0
US,28,Yes,Seo,5,0
US,32,No,Ads,2,0
China,32,No,Ads,2,0
US,38,No,Ads,2,0
US,36,No,Ads,2,0
China,37,Yes,Seo,1,0
US,24,Yes,Direct,16,1
US,37,No,Ads,8,0
US,26,No,Seo,6,0
UK,34,Yes,Direct,7,0
US,37,Yes,Direct,7,0
US,37,No,Direct,5,0
China,30,Yes,Seo,4,0
US,29,No,Direct,3,0
US,38,Yes,Ads,1,0
US,57,No,Seo,3,0
UK,45,Yes,Direct,2,0
US,37,Yes,Direct,9,0
US,43,Yes,Seo,5,0
China,28,Yes,Ads,3,0
US,32,No,Ads,1,0
US,43,No,Seo,7,0
UK,26,Yes,Ads,3,0
US,19,Yes,Ads,7,0
US,31,Yes,Seo,1,0
China,28,No,Ads,3,0
US,17,Yes,Ads,2,0
China,25,Yes,Seo,4,0
US,19,Yes,Ads,2,0
China,27,No,Seo,2,0
UK,34,Yes,Ads,6,0
US,42,Yes,Direct,1,0
UK,41,Yes,Seo,1,0
China,43,No,Seo,2,0
UK,36,Yes,Seo,7,0
Germany,29,No,Seo,5,0
China,39,No,Seo,3,0
US,31,No,Ads,3,0
China,44,Yes,Ads,1,0
US,17,Yes,Direct,3,0
China,35,Yes,Ads,3,0
UK,18,Yes,Ads,5,0
US,34,Yes,Seo,1,0
US,31,Yes,Seo,4,0
US,24,No,Seo,8,0
US,21,Yes,Seo,4,0
China,25,Yes,Seo,7,0
US,31,Yes,Seo,11,0
China,39,Yes,Ads,4,0
US,21,Yes,Seo,8,0
UK,24,Yes,Seo,1,0
US,33,No,Ads,6,0
UK,47,Yes,Seo,5,0
US,23,Yes,Seo,2,0
US,33,Yes,Ads,4,0
China,48,Yes,Seo,2,0
US,22,No,Direct,15,1
US,26,Yes,Seo,2,0
UK,40,Yes,Ads,9,0
Germany,29,Yes,Direct,2,0
China,25,Yes,Ads,2,0
China,30,No,Seo,3,0
China,21,No,Ads,7,0
US,38,Yes,Ads,4,0
Germany,19,No,Seo,6,0
China,19,Yes,Direct,4,0
China,46,No,Seo,2,0
US,25,Yes,Ads,11,0
China,26,Yes,Direct,6,0
US,35,No,Direct,9,0
Germany,27,No,Ads,9,0
US,34,Yes,Ads,3,0
US,17,Yes,Ads,6,0
UK,32,Yes,Seo,6,0
China,31,No,Seo,2,0
US,31,Yes,Direct,10,0
UK,34,No,Seo,2,0
China,29,No,Seo,6,0
US,34,Yes,Seo,4,0
China,25,Yes,Seo,6,0
China,33,Yes,Direct,4,0
US,27,Yes,Ads,5,0
US,28,Yes,Seo,4,0
US,32,Yes,Seo,4,0
US,19,Yes,Direct,4,0
UK,29,Yes,Direct,2,0
US,28,Yes,Seo,9,0
China,33,Yes,Ads,8,0
US,19,No,Ads,15,1
US,29,No,Direct,2,0
US,44,No,Seo,4,0
US,27,No,Ads,9,0
US,35,Yes,Direct,5,0
Germany,30,Yes,Seo,2,0
China,32,Yes,Seo,7,0
Germany,28,Yes,Seo,3,0
US,28,No,Ads,7,0
UK,38,Yes,Seo,3,0
US,20,Yes,Seo,2,0
Germany,21,No,Direct,4,0
US,28,No,Ads,7,0
China,35,Yes,Seo,2,0
US,17,Yes,Ads,1,0
China,29,Yes,Ads,6,0
US,25,No,Seo,2,0
US,37,Yes,Direct,6,0
China,38,Yes,Ads,7,0
China,17,No,Seo,5,0
US,37,No,Seo,6,0
US,31,Yes,Direct,5,0
US,24,Yes,Direct,12,0
US,45,Yes,Ads,8,0
China,28,Yes,Seo,1,0
UK,30,No,Direct,1,0
China,19,Yes,Ads,5,0
UK,40,Yes,Direct,5,0
China,26,No,Ads,5,0
US,40,Yes,Direct,3,0
US,18,No,Ads,9,0
China,40,No,Seo,3,0
China,40,No,Seo,4,0
US,33,No,Direct,11,0
US,25,Yes,Direct,9,0
US,33,Yes,Seo,2,0
China,22,Yes,Seo,3,0
UK,27,Yes,Seo,1,0
US,32,No,Direct,11,0
China,42,Yes,Seo,1,0
UK,27,Yes,Ads,7,0
US,24,Yes,Seo,2,0
China,31,Yes,Seo,1,0
US,23,Yes,Seo,7,0
UK,19,Yes,Ads,9,0
UK,44,No,Seo,3,0
UK,18,No,Ads,2,0
UK,22,No,Seo,7,0
US,38,Yes,Ads,2,0
US,24,Yes,Direct,6,0
US,27,Yes,Seo,4,0
China,39,Yes,Seo,4,0
Germany,42,No,Seo,3,0
China,23,Yes,Seo,7,0
UK,38,No,Direct,4,0
US,36,Yes,Seo,1,0
US,28,Yes,Direct,1,0
US,39,Yes,Seo,6,0
US,19,Yes,Direct,6,0
UK,41,Yes,Seo,2,0
China,37,Yes,Direct,1,0
US,40,Yes,Direct,8,0
US,42,Yes,Direct,6,0
US,28,No,Seo,2,0
US,23,Yes,Ads,6,0
China,20,Yes,Ads,5,0
UK,22,Yes,Ads,8,0
US,34,Yes,Seo,2,0
US,28,Yes,Seo,5,0
China,39,No,Seo,5,0
Germany,32,Yes,Seo,6,0
US,38,Yes,Direct,3,0
China,28,Yes,Ads,8,0
US,24,Yes,Seo,9,0
China,22,Yes,Seo,3,0
US,29,Yes,Ads,5,0
US,22,No,Seo,5,0
US,32,Yes,Direct,7,0
China,18,Yes,Ads,13,0
China,20,No,Seo,4,0
China,38,Yes,Ads,8,0
US,38,Yes,Seo,4,0
China,26,No,Ads,1,0
US,31,Yes,Direct,5,0
China,45,Yes,Seo,2,0
US,21,Yes,Seo,2,0
US,33,Yes,Seo,3,0
China,38,Yes,Direct,3,0
China,28,Yes,Ads,2,0
China,36,Yes,Seo,2,0
US,20,No,Seo,4,0
China,22,No,Seo,3,0
US,25,Yes,Seo,5,0
US,36,Yes,Seo,5,0
China,30,Yes,Seo,7,0
US,35,Yes,Direct,9,0
China,45,No,Direct,6,0
UK,33,Yes,Ads,2,0
US,18,Yes,Ads,3,0
China,41,No,Direct,2,0
UK,20,No,Direct,11,0
US,24,Yes,Seo,1,0
US,42,Yes,Seo,2,0
US,32,No,Seo,6,0
UK,27,Yes,Ads,5,0
US,33,No,Direct,12,0
China,26,Yes,Ads,12,0
China,26,No,Direct,4,0
China,32,Yes,Ads,8,0
China,36,No,Direct,7,0
US,49,Yes,Seo,2,0
China,25,No,Seo,2,0
US,30,Yes,Seo,3,0
China,32,Yes,Seo,2,0
US,29,Yes,Ads,4,0
US,36,Yes,Direct,2,0
Germany,37,Yes,Seo,2,0
China,20,Yes,Seo,2,0
China,30,Yes,Seo,1,0
UK,59,No,Seo,4,0
US,41,Yes,Direct,7,0
UK,22,Yes,Seo,2,0
US,33,Yes,Ads,2,0
China,38,No,Seo,4,0
US,51,Yes,Seo,9,0
US,45,Yes,Seo,5,0
UK,31,Yes,Direct,7,0
US,27,Yes,Seo,11,0
US,30,No,Ads,11,0
China,34,Yes,Ads,2,0
US,31,Yes,Ads,2,0
China,25,Yes,Direct,1,0
US,54,Yes,Seo,3,0
US,44,Yes,Direct,6,0
US,20,No,Seo,12,0
US,31,Yes,Seo,6,0
US,17,Yes,Seo,6,0
China,39,Yes,Seo,1,0
US,21,Yes,Seo,1,0
UK,33,Yes,Direct,7,0
US,34,Yes,Direct,4,0
UK,30,No,Ads,8,0
US,41,No,Direct,7,0
US,32,Yes,Seo,3,0
US,41,Yes,Seo,4,0
US,20,Yes,Direct,5,0
US,41,No,Ads,3,0
China,26,Yes,Direct,11,0
US,34,Yes,Direct,3,0
China,33,No,Seo,5,0
UK,26,Yes,Seo,1,0
US,39,No,Ads,4,0
US,37,Yes,Seo,2,0
US,23,No,Ads,2,0
US,31,No,Direct,8,0
China,27,Yes,Seo,3,0
US,18,No,Ads,2,0
US,34,No,Ads,8,0
US,29,No,Direct,4,0
US,22,No,Ads,5,0
US,28,Yes,Seo,1,0
US,27,Yes,Ads,3,0
US,21,No,Seo,19,1
US,19,No,Direct,11,0
China,35,No,Seo,2,0
US,31,Yes,Direct,4,0
US,19,Yes,Seo,1,0
China,27,Yes,Direct,3,0
UK,37,No,Seo,3,0
UK,28,Yes,Seo,8,0
US,35,No,Seo,5,0
US,24,No,Seo,3,0
US,21,Yes,Direct,8,0
US,33,Yes,Direct,5,0
Germany,23,Yes,Seo,3,0
US,22,Yes,Seo,2,0
US,48,No,Seo,9,0
US,21,Yes,Seo,2,0
Germany,22,Yes,Seo,6,0
US,28,No,Seo,2,0
UK,22,No,Ads,4,0
China,22,Yes,Seo,1,0
China,31,Yes,Ads,4,0
US,27,No,Seo,2,0
US,18,Yes,Seo,9,0
US,28,No,Seo,2,0
US,32,No,Seo,1,0
US,31,No,Ads,6,0
US,27,No,Ads,4,0
China,34,Yes,Seo,2,0
US,26,Yes,Seo,1,0
US,23,Yes,Seo,8,0
US,33,Yes,Seo,2,0
China,44,Yes,Seo,1,0
China,37,Yes,Direct,1,0
US,22,No,Seo,5,0
China,19,Yes,Ads,5,0
US,39,Yes,Seo,5,0
UK,21,Yes,Ads,11,0
UK,38,Yes,Ads,5,0
UK,31,Yes,Seo,4,0
China,18,Yes,Direct,1,0
China,23,Yes,Ads,11,0
China,56,Yes,Direct,3,0
China,19,Yes,Seo,2,0
UK,33,Yes,Seo,6,0
US,58,Yes,Seo,2,0
US,44,Yes,Ads,6,0
US,34,Yes,Seo,9,0
US,30,Yes,Direct,3,0
China,29,Yes,Seo,7,0
US,26,Yes,Seo,6,0
China,29,Yes,Direct,1,0
US,39,Yes,Seo,3,0
US,33,Yes,Direct,4,0
US,23,No,Direct,2,0
UK,28,Yes,Seo,3,0
US,18,Yes,Seo,2,0
US,39,Yes,Seo,1,0
US,19,Yes,Seo,7,0
China,38,No,Direct,4,0
China,29,Yes,Ads,2,0
US,31,No,Ads,7,0
China,25,Yes,Ads,1,0
US,30,Yes,Seo,6,0
UK,27,No,Ads,1,0
US,19,Yes,Ads,13,0
US,28,No,Direct,9,0
China,51,Yes,Seo,1,0
UK,48,Yes,Seo,2,0
US,29,No,Seo,14,1
US,21,No,Direct,6,0
UK,39,Yes,Seo,12,0
China,26,Yes,Ads,8,0
UK,44,Yes,Direct,1,0
UK,20,No,Seo,2,0
UK,44,No,Seo,7,0
China,36,Yes,Seo,8,0
US,31,Yes,Ads,2,0
UK,32,Yes,Seo,2,0
China,18,No,Seo,4,0
US,39,Yes,Direct,4,0
UK,29,Yes,Direct,7,0
China,38,Yes,Ads,3,0
China,18,Yes,Ads,13,0
US,36,Yes,Seo,6,0
US,30,Yes,Seo,3,0
US,34,Yes,Ads,3,0
US,26,Yes,Ads,10,0
UK,31,Yes,Seo,7,0
China,26,No,Seo,2,0
China,24,Yes,Direct,1,0
US,19,No,Direct,5,0
US,35,Yes,Ads,7,0
US,21,No,Direct,9,0
US,30,Yes,Direct,5,0
UK,21,Yes,Seo,4,0
US,25,No,Seo,9,0
US,23,Yes,Seo,2,0
UK,21,Yes,Seo,5,0
US,24,No,Seo,18,1
China,17,Yes,Ads,1,0
US,17,Yes,Seo,5,0
Germany,21,Yes,Seo,5,0
US,26,Yes,Direct,1,0
China,49,No,Direct,5,0
China,18,Yes,Direct,6,0
US,22,No,Direct,6,0
US,19,Yes,Ads,2,0
China,22,No,Direct,4,0
UK,22,Yes,Ads,2,0
US,27,Yes,Ads,8,0
China,29,Yes,Ads,4,0
US,37,Yes,Seo,6,0
US,50,Yes,Ads,3,0
China,21,No,Direct,2,0
UK,30,Yes,Ads,17,1
US,32,No,Seo,5,0
China,44,Yes,Seo,5,0
US,32,Yes,Seo,7,0
US,34,No,Seo,2,0
US,24,Yes,Ads,3,0
Germany,27,No,Seo,1,0
US,42,Yes,Direct,4,0
UK,27,Yes,Direct,6,0
US,26,Yes,Seo,7,0
US,31,Yes,Seo,7,0
US,21,No,Ads,13,0
UK,30,No,Direct,6,0
US,43,Yes,Seo,2,0
US,34,Yes,Seo,1,0
US,28,Yes,Seo,2,0
Germany,22,No,Direct,1,0
US,25,No,Seo,4,0
China,18,Yes,Direct,3,0
China,37,Yes,Ads,5,0
China,38,Yes,Ads,6,0
US,34,Yes,Ads,4,0
China,37,Yes,Seo,1,0
US,35,Yes,Ads,4,0
China,35,Yes,Direct,8,0
China,30,No,Seo,8,0
US,20,Yes,Ads,2,0
UK,37,Yes,Direct,5,0
China,30,Yes,Direct,3,0
US,32,Yes,Direct,2,0
US,18,Yes,Direct,6,0
US,19,No,Ads,5,0
China,48,Yes,Seo,2,0
US,36,No,Seo,11,0
China,30,Yes,Seo,6,0
US,29,No,Ads,6,0
China,21,Yes,Seo,2,0
US,22,No,Direct,1,0
US,36,No,Seo,18,1
UK,35,Yes,Direct,2,0
US,35,No,Seo,5,0
US,21,No,Ads,17,1
Germany,45,Yes,Ads,2,0
China,19,Yes,Seo,8,0
UK,31,No,Seo,3,0
US,39,Yes,Seo,6,0
China,32,No,Ads,3,0
US,27,No,Seo,4,0
US,27,No,Seo,1,0
US,23,Yes,Seo,1,0
US,32,Yes,Seo,1,0
Germany,25,Yes,Direct,13,0
UK,27,Yes,Direct,9,0
US,39,Yes,Ads,2,0
China,27,Yes,Seo,3,0
UK,18,Yes,Seo,1,0
China,27,Yes,Ads,3,0
China,17,Yes,Ads,1,0
US,21,Yes,Seo,8,0
UK,38,No,Direct,4,0
US,35,Yes,Ads,2,0
China,26,Yes,Seo,6,0
UK,36,Yes,Seo,10,0
US,28,No,Direct,13,0
US,32,No,Seo,2,0
China,51,Yes,Seo,2,0
US,42,Yes,Seo,6,0
US,48,No,Ads,5,0
US,26,Yes,Seo,7,0
US,29,No,Seo,5,0
Germany,21,Yes,Direct,2,0
US,30,Yes,Ads,1,0
US,19,Yes,Direct,2,0
US,22,Yes,Ads,7,0
US,26,Yes,Direct,10,0
US,38,No,Seo,7,0
UK,20,Yes,Ads,7,0
US,32,Yes,Direct,5,0
China,27,No,Direct,3,0
US,25,No,Direct,4,0
China,28,Yes,Seo,2,0
China,37,No,Seo,4,0
China,42,No,Seo,7,0
China,37,No,Seo,8,0
US,19,Yes,Seo,4,0
US,27,No,Ads,6,0
US,25,Yes,Direct,1,0
US,22,Yes,Ads,5,0
US,39,Yes,Direct,1,0
US,39,No,Ads,5,0
US,31,Yes,Seo,6,0
UK,26,Yes,Ads,7,0
US,20,Yes,Seo,6,0
China,35,No,Ads,3,0
Germany,34,Yes,Seo,2,0
US,32,Yes,Seo,1,0
China,46,No,Seo,9,0
US,21,No,Direct,3,0
US,33,No,Seo,2,0
US,21,Yes,Seo,3,0
UK,33,No,Seo,3,0
US,19,Yes,Seo,7,0
US,30,No,Seo,6,0
Germany,39,Yes,Ads,1,0
China,25,Yes,Seo,4,0
US,34,No,Ads,2,0
UK,35,Yes,Seo,5,0
US,22,No,Direct,22,1
